Username,Tweet,Date,Replies,Retweets,Likes,Bookmarks,Views,Translated_Tweet
@Mr3bhom1234,"*عاجل تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السورية*
*أعضاء هيئة الإفتاء هم عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو - نعيم العرقسوسي*",2025-03-28T20:13:42,0,0,0,0,240,urgent appointment of sheikhsa al rifaeh a general general of the syrian arab republic members of the fatwa authority are abdel fattah al bazzam ratib al nabulsi wehbe suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shukri anas ayrout ibrahim shasho naim al arqsousi
@seebarsy,تعيين الشيخأسامة الرفاعيمفتياً عاماً للجمهورية العربية السورية.#seebar,2025-03-28T20:14:24,0,0,0,0,125,appointment
@jihadanjry,"تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةو أعضاء هيئة الإفتاء هم 
-عبد الفتاح البزم 
- راتب النابلسي
 - وهبي سليمان 
- مظهر الويس
 - عبد الرحيم عطون
 - إبراهيم الحسون
 - سهيل جنيد - محمد شكري
 - أنس عيروط 
- إبراهيم شاشو 
- نعيم العرقسوسي",2025-03-28T20:14:08,0,0,0,0,94,appointment abd al fattah al bazm al nabulsis salary wehbe suleiman the appearance of the wound abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shukry anas ayrout ibrahim shasho naeem al arqusi
@schunnaq,"تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةأعضاء هيئة الإفتاء:
 عبد الفتاح البزم
راتب النابلسي
وهبي سليمان
مظهر الويس
عبد الرحيم عطون
إبراهيم الحسون
سهيل جنيد
محمد شكري
أنس عيروط
إبراهيم شاشو 
نعيم العرقسوسي#سوريا_الان#سوريا#سورية#سوریه_الجديدة#اخبار",2025-03-28T20:13:55,0,0,3,0,193,the appointment of sheikhsa al rifaifa a general general for the syrian arab republic members of the fatwa authority abdel fattah al bazm nabulsi salary wehbe suleiman the appearance of alois abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shukry anas ayrout ibrahim shasho naeem al arqusisyria_ansyriasyrianew syriansnews
@syrianvibes,تعين الشيخأسامة الرفاعيمفتي للجمهورية العربية السورية,2025-03-28T20:14:05,4,14,236,5,5888,the sheikh is appointed by osama al rifaimi to the syrian arab republic
@IMLebanonNews,"""الجزيرة"": تعيين الشيخأسامة الرفاعيمفتيًا عامًا في#سوريا",2025-03-28T20:12:06,0,0,0,0,154,al jazeera the appointment
@Naser123321Sy,اي اهله لك يا غبي انا اعرف السومة واهله اضحك على حدا لا يعرفه بس انت منافق زنديق لو عرفت امر دينك ما وضعت صورته ولا ناصرة الجهمياسامة الرفاعي,2025-03-28T20:12:26,0,0,0,0,49,any family for you stupid i know the soma and his family laugh at a limit that he does not know but you are a hypocrite
@ibrahemalzoubi1,"تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةوقد تم الإعلان عن تشكيل هيئة الإفتاء إلى جانب سماحته وتضم عددا من كبار العلماء في البلادأعضاء هيئة الإفتاء هم  
عبد الفتاح البزم  
راتب النابلسي  
وهبي سليمان  
مظهر الويس  
عبد الرحيم عطون  
إبراهيم الحسون",2025-03-28T20:11:58,0,0,0,0,127,the appointment of sheikhsa al rifaifi is a general general for the syrian republic of the syrian republic abdel fattah al bazm nabulsi salary wehbe suleiman the appearance of alois abdul rahim atoun ibrahim al hassoun
@M7joub_Basha,يا شيخ عينواأسامة الرفاعيالمفتي العام تبع سوريا ، ليش هيك يا زلمة ، كل يوم بننخذل اكتر من الحكومة.,2025-03-28T20:11:33,0,0,0,0,158,o sheikh osama al rifai al mufti general followed syria why are you
@AJArabic,عاجل | مراسل#الجزيرة: تعيين الشيخأسامة الرفاعيمفتيا عاما في#سوريا- الإعلان عن تشكيل الهيئة العليا للإفتاء في سوريا,2025-03-28T20:12:02,17,65,834,16,56819,urgent aljazeera correspondent the appointment
@brain20233,تم تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةأعضاء هيئة الإفتاء هم عبد الفتاح البزم -  راتب النابلسي، وهبي سليمان، مظهر الويس، عبد الرحيم عطون، إبراهيم الحسون، سهيل جنيد، محمد شكري، أنس عيروط، إبراهيم شاشو، نعيم العرقسوسي#اسامه_الرفاعي#مفتي_سوريا_الجديد,2025-03-28T20:11:28,0,0,0,0,85,sheikh osama al rifaifa was appointed general of the syrian arab republic of the fatwa authority abdel fattah al bazzam ratib al nabulsi wehbe suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shukri anas irarot ibrahim shashou naim al arqousiosama_al rifaimufti of syria
@schunnaq,تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السورية#سوريا#سوريا_الان#احمد_الشرع#دمشق,2025-03-28T20:11:48,0,0,0,0,80,appointment
@theman113214,الهجري: نرفض تعيين الشيخاسامة الرفاعيمفتيا عاما للجمهورية العربية السورية,2025-03-28T20:11:47,0,0,0,0,516,al hijri we reject the appointment of the chiefs
@AlarabyTvSY,#عاجل| مراسل التلفزيون العربي: تعيين الشيخأسامة الرفاعيمفتيا عاما لـ#سوريا,2025-03-28T20:11:24,0,0,0,0,168,urgent arab tv correspondent appointment
@OmarMuhammadAr,الشيخاسامة الرفاعيتم تعيينه مفتيا عاما للجمهورية,2025-03-28T20:11:39,123,55,1349,35,107851,al talasama al rifaeh his appointment is a general mufti of the republic
@lebanondebate,"""الجزيرة"": تعيين الشيخأسامة الرفاعيمفتيا عاما في سوريا",2025-03-28T20:11:56,0,0,0,0,1813,al jazeera the appointment
@R6914472180696,"تعيين الشيخ#الأشعريالصوفياسامة الرفاعيمفتيا للجمهورية السورية 
قريبا الاقتتال فيما بينهم بني أمية والجولاني",2025-03-28T20:11:14,8,0,25,0,1947,the appointment of sheikhal ashari al asfaiah al rifaehi to the syrian republic soon the fighting with each other is the sons of umayyah and the golani
@HamadovW994,رد الشيخ عبدالرحمن دمشقية على الضال الجهمياسامة الرفاعي,2025-03-28T20:10:21,0,0,0,0,342,sheikh abdul rahman damascene responded to the stray of al jahimiah al rifai
@Alarabytv_BRK,#عاجل| مراسل التلفزيون العربي: تعيين الشيخأسامة الرفاعيمفتيا عاما لسوريا,2025-03-28T20:10:55,0,0,4,0,373,urgent arab television correspondent appointment
@MamounAlkhateeb,الشيخأسامة الرفاعيمُفتِياً عامّاً لسوريا,2025-03-28T20:10:08,0,0,0,0,54,the sheikh osama al rifai is general for syria
@arb2296,"هيئة الإفتاء برئاسة الشيخأسامة الرفاعيفيها اشاعرة على سلفيين على صوفيين

واضح انو الشرع بده يجمع خلفه كل اهل السنة بكل اختلافاتهم و مذاهبهن

بدو يخرج من هاد الصراع داخل البيت السني و يوحد كلمتهم على ما هو أهم و أنفع",2025-03-28T20:10:38,29,25,440,30,13716,iftaa headed it is clear that the sharia must collect behind all the sunnis with all their differences and their doctrines bedouin comes out of this conflict within the sunni house and unites their word on what is more important
@RajabMotaz1,"سوريا
تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةأعضاء هيئة الإفتاء هم
عبد الفتاح البزم 
راتب النابلسي
وهبي سليمان
مظهر الويس
عبد الرحيم عطون
إبراهيم الحسون
سهيل جنيد
محمد شكري
أنس عيروط
إبراهيم شاشو
نعيم العرقسوسي#سوريا_الان",2025-03-28T20:10:17,0,0,2,0,147,syria appointment abdel fattah al bazm nabulsi salary wehbe suleiman the appearance of alois abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shukry anas ayrout ibrahim shasho naim loksusisyria_an
@alkhlyf_as36787,الشعب السوري مايضى لو تلحسو العسل الشيخاسامة الرفاعيانسان محترم طيب ويستاهل المنصب,2025-03-28T20:09:15,0,0,2,0,1759,the syrian people are not if the honey is the chief of honey the rifai a good good man and it deserves the position
@AL__FAWARES,"#عاجلتعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةأعضاء هيئة الإفتاء هم عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد- محمد شكري - أنس عيروط - إبراهيم شاشو 
- نعيم العرقسوسي
نقلا عن#تلفزيون_سوريا",2025-03-28T20:10:57,0,0,0,0,155,ajeen the appointment naeem al arqusi quoted fromsyria tv
@RevTamam,كان لهذه الصورة ما بعدها من تعيين لسماحة مفتي الجمهورية الشيخأسامة الرفاعياللهم وفقه وأعنه,2025-03-28T20:10:11,6,7,247,6,6336,this image was after the appointment of his eminence the grand mufti of the republic osama al rifai o god
@almanara42,تعيين الشيخاسامة الرفاعيمفتياً عاماً لسوريا قرار موفق وسوريا تستحقه وهو يستحق هذا التكليف وجدير به اعانه الله وسدد خطاه .,2025-03-28T20:10:59,0,0,0,0,96,the appointment of the chiefs of the riffa as the general general of syria is a successful decision and syria that deserves it and he deserves this assignment and its worthy of it may god help him and pay his steps
@rashasara1111,مراسل التلفزيون العربي: تعيين الشيخأسامة الرفاعيمفتياً عاماً للجمهورية العربية السورية,2025-03-28T20:09:13,0,0,15,0,521,arab tv correspondent the appointment
@Farsalali51202,صرنا ب 2025 وكلشي موجود على الإنترنت بالتفصيل الممل يعني انا اذا شي يوم صارت معي شغلة رح اراجع موسوعة ابن تيمية على الانترنيت ولا اخذ فتوى مناسامة الرفاعي,2025-03-28T20:08:51,29,10,173,6,7984,we became at and clash
@BelalTaha2023,حفظ الله سيدنا العلامة الشيخ الشافعي المجاهدأسامة الرفاعي، ونفع الله بعلمه الأمة الإسلامية، وسدد الله خطاه.,2025-03-28T20:10:03,0,0,2,0,801,may god protect our master sheikh al shafii al mujahida osama al rifai and may god help him with his knowledge of the islamic nation and god has paid his steps
@EuphratesPost,"#فرات_بوست#سوريا:
تعيين الشيخأسامة الرفاعيمفتياً عاماً للجمهورية العربية السورية",2025-03-28T20:08:01,0,0,4,0,254,furat_bosstsyria appointment
@Egypt_203,عاجل | تعيين الشيخ#أسامة_الرفاعيمفتيا عاما في#سوريا#الشرع#دمشق,2025-03-28T20:08:50,0,0,0,0,78,urgent the appointment of sheikhosama_ al rafaa a general insyriashariadamascus
@alexa65434,"#عاجلسيتم تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةأعضاء هيئة الإفتاء هم عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو 
- نعيم العرقسوسي",2025-03-28T20:07:23,0,0,3,0,400,naeem al arqusi
@cnsk32,"#عاجل---

قرار#يجعلسلفية و اخوانج سوريا في خطر

تعيين الشيخ#الأشعريالصوفياسامة الرفاعيمفتيا للجمهورية السورية - مو ع اساس سلفية و ابن تيمية ولا شو جوجو شو فيك تزعل الناس منك هيك عيب",2025-03-28T20:07:50,120,32,425,54,64767,urgent decisionjaghslaviya and the brothers of syria are in danger the appointment of sheikhal ashari al asfi the osm of the riffa the syrian republic not the basis
@MaherAL_hamdan,"مرسوم رئاسي بتعيين أعضاء المجلس الأعلى للإفتاء في سوريا.

أصدر الرئيس الشرع مرسوماً بتعيين أعضاء هيئة الإفتاء الأعلى، برئاسة مفتي الجمهورية الشيخأسامة الرفاعي، وعضوية كل من:
•عبد الفتاح البزم
•محمد راتب النابلسي
•وهبي سليمان
•مظهر الويس
•عبد الرحيم عطون
•إبراهيم الحسون",2025-03-28T20:07:32,0,4,45,0,3619,a presidential decree appointing members of the supreme council of fatwa in syria the sharia president issued a decree appointing the members of the supreme fatwa authority headed by the grand mufti of the republic osama al rifai and the membership of each of abdel fattah al bazm muhammad ratib al nabulsi wehbe suleiman the appearance of the louis abdul rahim atoun ibrahim al hassoun
@alfuratajans,"أُعلن اليوم عن تعيين الشيخ ""أسامة الرفاعي""مفتياً عاماً للجمهورية العربية السورية. كما تم تشكيل هيئة الإفتاء التي تضم عدداً من العلماء والشخصيات الدينية، وهم: عبد الفتاح البزم، راتب النابلسي، وهبي سليمان، مظهر الويس، عبد الرحيم عطون، إبراهيم الحسون، سهيل جنيد، محمد شكري، أنس",2025-03-28T20:07:40,0,0,4,0,304,today the appointment of sheikh osama al rifai was announced as a mufti of the syrian arab republic the fatwa authority which includes a number of religious scholars and personalities were also formed abdel fattah al bazm ratib al nabulsi wehbe suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shoukry anas
@Shatella212,"الرئيس السوري ""أحمد الشرع"" يقرر تعيين الشيخ ""أسامة الرفاعي"" مفتي عام للجمهورية العربية السورية. 

وسط تجاهل تام وغير مفهوم من الرئيس السوري للشيخ العلّامة ""محمد بن شمس الدين"" !",2025-03-28T20:08:30,21,139,1472,299,251176,syrian president ahmed al shara decides to appoint sheikh osama al rifai a mufti of the syrian arab republic amid complete and incomprehensible ignorance of the syrian president of sheikh al alameh muhammad bin shams al din
@AlaaBerakdar,تعيين الشيخأسامة الرفاعيمفتي لسوريا يزعج اصحاب الهواجس و المخاوف من الاقليات و العلمنج المتنورنين,2025-03-28T20:07:27,0,0,6,0,243,the appointment of sheikh osama al rifaimi to syria disturbs the owners of concerns and fears of minorities and the enlightened artifacts
@kataeb_Ar,الجزيرة: تعيين الشيخأسامة الرفاعيمفتيا عاما في#سوريا,2025-03-28T20:07:33,0,0,0,0,249,al jazeera appointment
@NabdSouria,"#عاجل:تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةأعضاء هيئة الإفتاء هم: عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو
- نعيم العرقسوسي#سوريا",2025-03-28T20:08:31,0,0,0,0,135,naeem loksusisyria
@alexa65434,"#عاجلسيتم تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةأعضاء هيئة الإفتاء هم عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو 
- نعيم العرقسوسي#سوريا",2025-03-28T20:06:12,0,0,0,0,75,naeem loksusisyria
@almoqhrabi89,"خبر جميل اليوم 
تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةأعضاء هيئة الإفتاء هم

عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو 
- نعيم العرقسوسي",2025-03-28T20:07:18,0,0,0,0,94,nice news today appointment abdel fattah al bazm ratib al nabulsi wahbi suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shukri anas ayrout ibrahim shasho naeem al arqusi
@EyadAlghad57410,"#عاجلتعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةأعضاء هيئة الإفتاء هم عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو 
- نعيم العرقسوسي.#الساحل_السوري",2025-03-28T20:07:17,0,0,2,0,95,ajeen sheikh al rifaifa a general general for the syrian arab republic the members of the fatwa authority are abdel fattah al bazm ratib al nabulsi wahbi suleiman mazhar al wayy naim loksus
@taher58775099,عاجل | مراسل#الجزيرة: تعيين الشيخأسامة الرفاعيمفتيا عاما في#سوريا,2025-03-28T20:06:05,0,0,0,0,40,urgent al jazeera correspondent the appointment
@fedess3,راتب النابلسي واسامة الرفاعيأكبر من انو يتم تقييمهم اصلاً ، قال عينوا قال,2025-03-28T20:05:46,0,0,0,0,37,the salary of al nabulsi and osama al rifai is the greatest of being evaluated at all he said
@AJA_Syria,"عاجل | مراسل#الجزيرة:
- تعيين الشيخأسامة الرفاعيمفتيا عاما في#سوريا- الإعلان عن تشكيل الهيئة العليا للإفتاء في#سوريا",2025-03-28T20:05:35,18,84,1211,20,49924,urgent al jazeera correspondent the appointment of sheikh alrifaifi is a year in syria to announce the formation of the supreme fatwa authority insyria
@Yaman88098,تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةأعضاء هيئة الإفتاء هم عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو - نعيم العرقسوسي.,2025-03-28T20:05:50,0,0,0,0,78,the appointment of sheikh al rifaifa the general general of the syrian arab republic the members of the fatwa authority are abdel fattah al bazm ratib al nabulsi wahbi suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shukri anas ayrout ibrahim shashou naim al arqousi
@AbomosaabSharke,"#عاجلسيتم تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةبعد قليلأعضاء هيئة الإفتاء هم عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو 
- نعيم العرقسوسي",2025-03-28T20:07:18,0,0,2,0,259,naeem al arqusi
@ben_Raai,تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السورية#سوريا#سوريا_الان#سورية#دمشق,2025-03-28T20:06:04,0,0,4,0,112,appointment
@ben_Raai,تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةاللهم وفّقه لما تحب وترضى، وسدّده في القول والعمل، واجعله نصيراً للحق ورافعاً للظلم، واحفظ سوريا وأهلها من كل سوء.#سوريا#دمشق#مفتي_سوريا#أسامة_الرفاعي,2025-03-28T20:07:12,0,0,0,0,190,the appointment of sheikhsa al rifaifi is a general general to the syrian arab republic o god he succeeded in what you love and be satisfied and he dominated him in saying and doing and make him a supporter of the truth and raising injustice and preserved syria and its people from all bad
@santorini19_x,الشيخأسامة الرفاعيمفتياً عاماً للجمهورية العربية السورية.#سوريا#دمشق#أحمد_الشرع,2025-03-28T20:06:37,0,2,4,0,330,sheikh al sheikh al rifai general general of the syrian arab republicsyriadamascusahmed_ara al shara
@Syrian_2025,#عاجل| مراسلنا:سيتم تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السورية,2025-03-28T20:05:21,0,0,2,0,62,urgent our correspondent the sheikh osama al rifaifa will be appointed general to the syrian arab republic
@mustafa_habesh,"تعيين الشيخأسامة الرفاعيالمفتي العام للجمهورية العربية السورية

 أعضاء مجلس الإفتاء :
- عبد الفتاح البزم
- راتب النابلسي
- وهبي سليمان
- مظهر الويس
- عبد الرحيم عطون
- إبراهيم الحسون
- سهيل جني
- محمد شكري
- أنس عيروط
- إبراهيم شاشو
- نعيم العرقسوسي",2025-03-28T20:05:34,8,0,58,2,3495,appointment members of the ifta council abdel fattah al bazm al nabulsis salary wehbe suleiman the appearance of the wound abdul rahim atoun ibrahim al hassoun suhail jenny mohamed shukry anas ayrout ibrahim shasho naeem al arqusi
@sara67709,"تعيين مفتي الإرهاب والاغتصاب مفتياً عاماً لسوريا. نيال الحرامية وقطاع الطرق
 | تعيين الشيخأسامة الرفاعيمفتيا عاما",2025-03-28T20:04:47,3,2,14,0,331,appointing the grand mufti of terrorism and rape as the grand mufti of syria nyal thieves and bandits the appointment
@Roaastudies,"تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةأعضاء هيئة الإفتاء هم

عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو 
- نعيم العرقسوسي",2025-03-28T20:04:04,69,25,282,32,48729,appointment abdel fattah al bazm ratib al nabulsi wahbi suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shukri anas ayrout ibrahim shasho naeem al arqusi
@sawtelghad,#عاجل| تعيين الشيخأسامة الرفاعيمفتيا عاما في#سوريا,2025-03-28T20:03:33,0,0,0,0,37,urgent the appointment
@SawtBeirut,تعيين الشيخأسامة الرفاعيمفتيًا عامًا للجمهورية العربية السورية#سوريا,2025-03-28T20:04:10,0,0,0,0,589,appointment
@aboalhodaalhoms,"نقلاً عن تلفزيون سوريا  

تعيين الشيخأسامة الرفاعيالمفتي العام للجمهورية العربية السورية
أعضاء مجلس الإفتاء :
عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو - نعيم العرقسوسي
خلال",2025-03-28T20:04:26,6,4,134,0,3374,quoted from syria tv appointment members of the ifta council abdel fattah al bazm ratib al nabulsi wahbi suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shukri anas ayout ibrahim shasho naim al arqasousi during
@salfu58,"أسامة الرفاعيصوفي خرافي أشعري جهمي
ودينهم لا علاقة له بالإسلام 

إيش الفايدة من الحرب ذهب علوي وجاء اشعري جهمي",2025-03-28T20:03:11,6,3,109,4,3211,osama al rifai kharafi ashari jahmi and their religion has nothing to do with islam what is the fare of the war alawi went and ashari came to my
@mhmd_by74246,مغيرة سؤال ؟ الشيخاسامة الرفاعيشو رأيك فيه ؟,2025-03-28T20:02:51,0,0,0,0,38,a question do you think the chief of thought
@mustafakamilm,#عاجلالرئاسة السورية تعيّن الشيخأسامة الرفاعيمفتيًا عامًا للجمهورية العربية السورية.#سوريا#سوريا_الان#دمشق#أحمد_الشرع#الرئيس_أحمد_الشرع#رئاسة_الجمهورية_العربية_السورية#اللاذقية#جبلة#الساحل_السوري#جمعة_مباركة#جمعة_طيبة#رمضان_كريم#يوم_الجمعة#رمضان_مبارك#رمضان,2025-03-28T20:04:03,3,4,72,0,2017,the syrian presidency is later appoints sheikh osama al rifai as a general general for the syrian arab republic
@qosaihashem,#عاجلالشيخأسامة الرفاعيمفتياً عامّاً للجمهورية العربيّة السورية.#سوريا_الجديدة,2025-03-28T20:04:22,0,0,0,0,72,underestimating the osama al rifai a general general of the syrian arab republicsyria
@Naser123321Sy,"هلق ايش رأيك بالجولاني بعد ما عين الجهمي الأشعرياسامة الرفاعيمفتي سوريا 
الجولاني كافر وبإجماع السلف 
اذا كنا نكفر شيوخ الجواحش لانهم يعتبرون أئمة الجهمية مسلمين ويقولون عنهم أئمة وهذا الجولاني اليوم يحذو حذوهم نسأل الله أن يريح الأمة من المميعين والغلاة والجهمية الاشاعرة",2025-03-28T20:04:56,0,0,0,0,131,what do you think of the golani after what al jahmi al ashari was appointed by the riffa syria al golani is an infidel and the consensus of the predecessor if we disbelieve the elders of al jawash because they consider the imams of the jahmiyyah muslims and say about them imams and this golani today follows their example
@mdughiem1,"#عاجل| مراسلنا: تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةأعضاء هيئة الإفتاء هم:
عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو 
- نعيم العرقسوسي",2025-03-28T20:04:03,2,4,27,2,980,urgent our correspondent the appointment of sheikhsa al rifaifa is a general general for the syrian arab republic of the fatwa authority abdel fattah al bazm ratib al nabulsi wahbi suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shukri anas ayrout ibrahim shasho naeem al arqusi
@ABDULLAHZ931,"تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةأعضاء هيئة الإفتاء هم عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو 
- نعيم العرقسوسي",2025-03-28T20:04:29,0,0,5,0,992,the appointment of sheikh al rifaifa the general general of the syrian arab republic the members of the fatwa authority are abdel fattah al bazm ratib al nabulsi wahbi suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shukri anas ayrout ibrahim shasho naeem al arqusi
@Syrian18032011,"بالتوفيق وخطوة صحيحة نحو مأسسة الدولة بعيدًا عن مفهوم وزارة الأوقاف،

ومبارك للشيخأسامة الرفاعيولكل يؤمن بقصص الإفتاء وبحاجة لشيوخ!

وما حدا يزعل من آخر ٤ كلمات",2025-03-28T20:02:47,3,0,51,2,2320,good luck and a correct step towards institutionalizing the state away from the concept of the ministry of awqaf and mubarak for the osama al rifai who believes in the stories of the fatwa and needs elders no one is upset from the last words
@salfu58,"أسامة الرفاعيصوفي خرافي أشعري جهمي
ودينهم لا علاقة له بالإسلام 

إيش الفايدة من الحرب ذهب علوي وجاء اشعري جهمي صوفي",2025-03-28T20:02:15,13,12,82,7,8726,osama al rifai kharafi ashari jahmi and their religion has nothing to do with islam what is the fare of the war alawi went and ashari jahmi sophie came
@mjhk0,اسامة الرفاعيعلى حافة قبرو ، بتم وضعه كواحهة ريثما يأتي اجله ويستلم احد الاعضاء ، المرجح عطون,2025-03-28T20:05:02,0,0,2,0,49,osama al rifai ali the edge of the grave was placed as a lady until it comes to the time and receives one of the members the most likely aton
@idrees_al_shame,#دمشقتعيين الشيخأسامة الرفاعيالمفتي العام للجمهورية العربية السورية,2025-03-28T20:00:36,28,9,360,4,13677,damascus sheikhs osama al rifai the general mufti of the syrian arab republic
@Re0Xp8FiZD8OMCJ,#عاجل| مراسلنا: تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السورية,2025-03-28T20:00:16,0,0,0,0,82,urgent our correspondent the appointment
@nahermedia,"تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةأعضاء هيئة الإفتاء هم عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو 
 - نعيم العرقسوسي#نهر_ميديا",2025-03-28T20:01:06,0,0,2,0,183,the appointment of sheikh al rifaifa the general general of the syrian arab republic the members of the fatwa authority are abdel fattah al bazm ratib al nabulsi wahbi suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shukri anas ayrout ibrahim shasho naim al arqasiriver_media
@moonway6,تعيين الشيخ#أسامة_الرفاعيمفتيا عاما للجمهورية العربية السورية#أحمد_الشرع,2025-03-28T20:00:53,2,0,4,0,258,the appointment of sheikhosama_ al rafaa a general general for the syrian arab republicahmed_ara
@HayanMo2278,تعيين الشيخ#أسامة_الرفاعيمفتي عام#الجمهورية_العربية_السورية#سوريا_الان#كلنا_مع_الأمن_العام_السوري,2025-03-28T20:01:33,0,0,2,0,270,the appointment of sheikhosama_ al rifaiqi the year of the arab republic the syrian arab_
@asdaslm9,"الجولاني يعين الاخوان والمتصوفة
 تعيينأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةأعضاء هيئة الإفتاء هم عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو 
 - نعيم العرقسوسي",2025-03-28T20:02:18,0,0,0,0,92,al golani appoints the brotherhood and sufis the appointment of osama al rifai a general general of the syrian arab republic the members of the fatwa authority are abdel fattah al bazm ratib al nabulsi wehbe suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shoukry anas irar naeem al arqusi
